signer,signature_count,repeated_r_count,r_lt_n_2_pct,r_lt_n_4_pct,r_lt_n_8_pct,r_lt_n_16_pct,avg_leading_zero_bits,low_byte_entropy,high_byte_entropy,chi_square_256,monte_carlo_chi_pvalue,max_bit_deviation,suspicion_score,runs_tests_lowest_p,significant_runs,serial_correlation,bit_balance_lowest_p,significant_bit_balance
0428c31ebfba13c7d633fadc78902a889bdc83b6b1606bb31548da07627dd9361bc9f0b8c8b191f2c92b73f4eb7e400f080c3ff5b9a8f854d45bb104f883b85a31,300,0,48.333333333333336,27.333333333333332,11.333333333333332,6.333333333333334,1.0066666666666666,7.292245180415226,7.303192555465707,244.42666666666668,0.6728,0.10666666666666669,10.666666666666668,"[{'runs': 174, 'expected': 149.33333333333334, 'z_score': 2.8658159892270025, 'p_value': 0.004159359364081393, 'bit': 90, 'adjusted_p': 0.7429049641601719}, {'runs': 128, 'expected': 149.9733333333333, 'z_score': -2.5419689905817937, 'p_value': 0.01102299525605346, 'bit': 192, 'adjusted_p': 0.7429049641601719}, {'runs': 171, 'expected': 149.99333333333337, 'z_score': 2.4298157438871564, 'p_value': 0.015106500449741971, 'bit': 98, 'adjusted_p': 0.7429049641601719}, {'runs': 171, 'expected': 150.0, 'z_score': 2.4289362987991594, 'p_value': 0.015143192716049336, 'bit': 158, 'adjusted_p': 0.7429049641601719}, {'runs': 170, 'expected': 150.0, 'z_score': 2.313272665523009, 'p_value': 0.020707652568522975, 'bit': 110, 'adjusted_p': 0.7429049641601719}, {'runs': 169, 'expected': 149.89333333333332, 'z_score': 2.211524403359019, 'p_value': 0.026999543888451046, 'bit': 106, 'adjusted_p': 0.7429049641601719}, {'runs': 131, 'expected': 149.94, 'z_score': -2.191548775438649, 'p_value': 0.028412104156674636, 'bit': 157, 'adjusted_p': 0.7429049641601719}, {'runs': 168, 'expected': 149.97333333333333, 'z_score': 2.085401744700601, 'p_value': 0.03703284861292578, 'bit': 238, 'adjusted_p': 0.7429049641601719}, {'runs': 132, 'expected': 150.0, 'z_score': -2.081945398970708, 'p_value': 0.037347457329236375, 'bit': 101, 'adjusted_p': 0.7429049641601719}, {'runs': 132, 'expected': 149.57333333333332, 'z_score': -2.038413192168818, 'p_value': 0.04150862808527175, 'bit': 113, 'adjusted_p': 0.7429049641601719}]",[],"{'r_corr': 0.07242104890911476, 'low_byte_corr': -0.03557740007935569, 'high_byte_corr': 0.07190533184169495}","[{'bit': 60, 'ones': 182, 'zeros': 118, 'ratio': 0.6066666666666667, 'z_score': 3.6950417228136043, 'p_value': 0.00021985068263840422, 'deviation': 0.10666666666666669, 'adjusted_p': 0.05628177475543148, 'significant': False}, {'bit': 3, 'ones': 171, 'zeros': 129, 'ratio': 0.57, 'z_score': 2.424871130596428, 'p_value': 0.015313821713432029, 'deviation': 0.06999999999999995, 'adjusted_p': 0.7840676717277199, 'significant': False}, {'bit': 29, 'ones': 171, 'zeros': 129, 'ratio': 0.57, 'z_score': 2.424871130596428, 'p_value': 0.015313821713432029, 'deviation': 0.06999999999999995, 'adjusted_p': 0.7840676717277199, 'significant': False}, {'bit': 198, 'ones': 128, 'zeros': 172, 'ratio': 0.4266666666666667, 'z_score': -2.5403411844343533, 'p_value': 0.011074437676156621, 'deviation': 0.0733333333333333, 'adjusted_p': 0.7840676717277199, 'significant': False}, {'bit': 231, 'ones': 173, 'zeros': 127, 'ratio': 0.5766666666666667, 'z_score': 2.6558112382722783, 'p_value': 0.007911788680711462, 'deviation': 0.07666666666666666, 'adjusted_p': 0.7840676717277199, 'significant': False}, {'bit': 0, 'ones': 153, 'zeros': 147, 'ratio': 0.51, 'z_score': 0.3464101615137754, 'p_value': 0.7290344895388041, 'deviation': 0.010000000000000009, 'adjusted_p': 0.9016078711204534, 'significant': False}, {'bit': 1, 'ones': 139, 'zeros': 161, 'ratio': 0.4633333333333333, 'z_score': -1.2701705922171767, 'p_value': 0.20402387047443674, 'deviation': 0.03666666666666668, 'adjusted_p': 0.9016078711204534, 'significant': False}, {'bit': 4, 'ones': 146, 'zeros': 154, 'ratio': 0.4866666666666667, 'z_score': -0.46188021535170054, 'p_value': 0.6441672226837103, 'deviation': 0.013333333333333308, 'adjusted_p': 0.9016078711204534, 'significant': False}, {'bit': 6, 'ones': 155, 'zeros': 145, 'ratio': 0.5166666666666667, 'z_score': 0.5773502691896257, 'p_value': 0.5637028616507731, 'deviation': 0.01666666666666672, 'adjusted_p': 0.9016078711204534, 'significant': False}, {'bit': 7, 'ones': 160, 'zeros': 140, 'ratio': 0.5333333333333333, 'z_score': 1.1547005383792515, 'p_value': 0.24821307898992367, 'deviation': 0.033333333333333326, 'adjusted_p': 0.9016078711204534, 'significant': False}]",[]
